Municipio,Cargo,Numero_Candidato,Nome_Completo,Nome_Urna,Tipo_Agremiacao,Partido,UF_Nascimento,Mun_Nascimento,Idade_Posse,Genero,Grau_Instrucao,Estado_Civil,Declar_Racial,Ocupacao,Despesas_Max_Partido,Reeleicao,Declar_Bens
VIGIA,VEREADOR,11333,ROSELINO RODRIGUES,ROSELINO RODRIGUES,PARTIDO ISOLADO,PP,PA,SÃO CAETANO DE ODIVELAS,46,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PRETA,TRABALHADOR DE CONSTRUÇÃO CIVIL,17170.87,N,S
CACHOEIRA DO ARARI,VEREADOR,20483,CRIRROSIL PAMPLONA GEMAQUE,CRIS GEMAQUE,PARTIDO ISOLADO,PSC,PA,CACHOEIRA DO ARARI,48,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,PESCADOR,12307.75,N,N
SANTO ANTÔNIO DO TAUÁ,VEREADOR,77222,ELIEULSON OLIVEIRA DA SILVA,ELIELSON DO NÉIAS,PARTIDO ISOLADO,SOLIDARIEDADE,PA,VIGIA,46,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,15743.9,N,S
BANNACH,VEREADOR,40123,LEONIDES DOS REIS FERREIRA,NENZINHO DA MABEL,PARTIDO ISOLADO,PSB,MG,COROMANDEL,45,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,VEREADOR,19881.24,N,S
CANAÃ DOS CARAJÁS,VEREADOR,10456,MANACES MOREIRA DOS SANTOS,DR MANACES,PARTIDO ISOLADO,REPUBLICANOS,TO,ARAGUAÍNA,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,87466.1,N,S
GURUPÁ,VEREADOR,55258,MOACIRA ALMEIDA ALHO,MOACIRA ALHO,PARTIDO ISOLADO,PSD,PA,GURUPÁ,39,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,20276.13,N,S
ACARÁ,VEREADOR,11400,MARIA DE NAZARÉ SOUZA TAVARES,PASTORA NAZARÉ TAVARES,PARTIDO ISOLADO,PP,PA,ACARÁ,43,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,22325.78,N,S
MARACANÃ,VEREADOR,22100,JOSINEI DA SILVA IPIRANGA,NEI IPIRANGA,PARTIDO ISOLADO,PL,PA,MARACANÃ,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,17886.82,N,S
AUGUSTO CORRÊA,VEREADOR,12555,VALDIRENE SANCHO DE OLIVEIRA,VALDIRENE SANCHO,PARTIDO ISOLADO,PDT,PA,CAPITÃO POÇO,45,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),16318.14,N,N
CASTANHAL,VEREADOR,35555,MAIKO DANILO DA SILVA COSTA,MAIKO TECNOLOGIA,PARTIDO ISOLADO,PMB,PA,CASTANHAL,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,53698.78,N,S
CURRALINHO,VEREADOR,70100,ADINAMAR PEREIRA CORREA,TAPINA,PARTIDO ISOLADO,AVANTE,PA,CURRALINHO,51,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,TRABALHADOR RURAL,15568.96,N,S
TUCUMÃ,VEREADOR,14110,MARIA GORETE MENDES DOS SANTOS COSTA,GORETE,PARTIDO ISOLADO,PTB,MA,GRAJAÚ,46,FEMININO,SUPERIOR COMPLETO,VIÚVO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,130384.6,N,S
SÃO JOÃO DE PIRABAS,VEREADOR,50501,ANTONIA IVANEIDE DE SOUZA DA COSTA,NEIDE,PARTIDO ISOLADO,PSOL,PA,SALINÓPOLIS,44,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PRETA,AGRICULTOR,25829.94,N,S
SÃO GERALDO DO ARAGUAIA,VEREADOR,14000,ROZI PEREIRA DA SILVA,PASTOR ROZI,PARTIDO ISOLADO,PTB,MA,LORETO,52,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AGRICULTOR,12307.75,N,S
SANTO ANTÔNIO DO TAUÁ,VEREADOR,22029,JEANDERSON DOS SANTOS MONTEIRO,JEANDERSON MONTEIRO,PARTIDO ISOLADO,PL,PA,SANTO ANTÔNIO DO TAUÁ,37,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,15743.9,N,S
CURUÁ,VEREADOR,13789,ROSENIR EVARISTO SILVA,EDU NETO,PARTIDO ISOLADO,PT,PA,SANTARÉM,40,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,MÚSICO,12307.75,N,S
CANAÃ DOS CARAJÁS,VEREADOR,51000,ADAIR JOSE PACHECO,PACHECO PUBLICIDADES,PARTIDO ISOLADO,PATRIOTA,GO,SÃO LUÍS DE MONTES BELOS,44,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,EMPRESÁRIO,87466.1,N,S
CONCEIÇÃO DO ARAGUAIA,VEREADOR,45612,VAGMA CASTRO SOUSA,VAGMA DA BRADESCO,PARTIDO ISOLADO,PSDB,TO,FORMOSO DO ARAGUAIA,44,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,AGRICULTOR,61432.14,N,S
CONCÓRDIA DO PARÁ,VEREADOR,25589,CLEIDE MARQUES DE ARAUJO,CLEIDE,PARTIDO ISOLADO,DEM,PA,CASTANHAL,38,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,31885.66,N,N
BENEVIDES,VEREADOR,20318,LUCIA MARIA FONTELES NONATO,LOURA DA REEBOK,PARTIDO ISOLADO,PSC,CE,SOBRAL,47,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,OUTROS,39638.66,N,S
BELÉM,VEREADOR,36189,ELISSANDRA ARAÚJO BARBOSA,SANDRINHA,PARTIDO ISOLADO,PTC,MA,SÃO LUÍS,43,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,COMERCIANTE,438043.03,N,S
TOMÉ-AÇU,VEREADOR,55345,ANDREA DE ALMEIDA DANTAS,ANDREA DANTAS,PARTIDO ISOLADO,PSD,CE,PARAIPABA,38,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,24048.38,N,N
TAILÂNDIA,VEREADOR,40123,SIDNEY PEREIRA PIRES,SIDNEY TADEU,PARTIDO ISOLADO,PSB,PA,RIO MARIA,40,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,20238.9,N,S
SALINÓPOLIS,VEREADOR,10112,MARIA IRENE SOUSA DA FONSECA,IRENE,PARTIDO ISOLADO,REPUBLICANOS,PA,SÃO JOÃO DE PIRABAS,49,FEMININO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,OUTROS,34729.59,N,N
CACHOEIRA DO ARARI,VEREADOR,20000,MAIKELINNY FIGUEREDO DE ASSIS,MAIKELINNY,PARTIDO ISOLADO,PSC,PA,BELÉM,37,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,12307.75,N,N
SÃO SEBASTIÃO DA BOA VISTA,VEREADOR,90155,BENEDITO PINHEIRO DOS ANJOS,BENA GALO,PARTIDO ISOLADO,PROS,PA,SÃO SEBASTIÃO DA BOA VISTA,36,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,PESCADOR,12307.75,N,S
PORTO DE MOZ,VEREADOR,13777,CLOVIS FERNANDES RODRIGUES JUNIOR,CLOVINHO,PARTIDO ISOLADO,PT,PA,PORTO DE MOZ,49,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,TRABALHADOR RURAL,12307.75,N,S
ÓBIDOS,VEREADOR,22123,VANDER RUBENS SILVA DE SOUZA,RUBINHO SOUZA,PARTIDO ISOLADO,PL,PA,ÓBIDOS,39,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,12307.75,S,S
BELÉM,VEREADOR,25144,IAN TEIXEIRA TEMBRA,IAN TEMBRA,PARTIDO ISOLADO,DEM,PA,BELÉM,28,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,438043.03,N,S
PACAJÁ,VEREADOR,45320,GUIOMAR SUPRIANO DA SILVA,GUIOMAR ,PARTIDO ISOLADO,PSDB,PA,PACAJÁ,41,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA,16538.56,N,S
OURILÂNDIA DO NORTE,VEREADOR,22001,MARIA SUELY DA SILVA LIMA BEZERRA,SUELY LIMA,PARTIDO ISOLADO,PL,PE,ARARIPINA,45,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,PROFESSOR DE ENSINO FUNDAMENTAL,91132.44,N,S
PARAUAPEBAS,VEREADOR,22380,DORIVAN DA SILVA NERY,DORIVAN NERY,PARTIDO ISOLADO,PL,PA,PARAUAPEBAS,36,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,SERVIDOR PÚBLICO MUNICIPAL,211925.15,N,S
OURILÂNDIA DO NORTE,VEREADOR,51111,TAKAKTYX KAYAPO,BELÉM KAYAPO,PARTIDO ISOLADO,PATRIOTA,PA,SÃO FÉLIX DO XINGU,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),INDÍGENA,PROFESSOR DE ENSINO FUNDAMENTAL,91132.44,N,S
PONTA DE PEDRAS,VEREADOR,14000,TOMAZ PIRES,TOMAZ PIRES,PARTIDO ISOLADO,PTB,PA,PONTA DE PEDRAS,56,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,PESCADOR,15661.76,N,S
SÃO MIGUEL DO GUAMÁ,VEREADOR,10789,ELIANA SILVA COSTA,ELIANA,PARTIDO ISOLADO,REPUBLICANOS,PA,SÃO MIGUEL DO GUAMÁ,44,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,25615.83,N,S
BUJARU,VEREADOR,55055,RUBENS CLAUDIO OLIVEIRA SOUSA,PROF. RUBENS,PARTIDO ISOLADO,PSD,PA,BUJARU,38,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,SERVIDOR PÚBLICO MUNICIPAL,15733.23,N,S
MOJUÍ DOS CAMPOS,VEREADOR,40777,JOÃO LIMA DA SILVA,JOÃO LIMA,PARTIDO ISOLADO,PSB,PA,SANTARÉM,42,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,"PADEIRO, CONFEITEIRO E ASSEMELHADOS",45418.0,N,S
VISEU,VEREADOR,70888,OSIANA SILVA TRINDADE,OSIANA TRINDADE,PARTIDO ISOLADO,AVANTE,PA,AUGUSTO CORRÊA,38,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,16452.69,N,S
IRITUIA,VEREADOR,13222,GUSTAVO GONÇALVES LIMA,GUSTAVO LIMA,PARTIDO ISOLADO,PT,PA,BELÉM,26,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,12307.75,N,S
DOM ELISEU,VEREADOR,45200,SÉRGIO GOMES,SÉRGIO GOMES,PARTIDO ISOLADO,PSDB,PA,PARAGOMINAS,40,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),PARDA,OUTROS,25493.45,N,S
NOVA TIMBOTEUA,VEREADOR,70999,MARCOS GEOVANNI MOURA BEZERRA,MARQUINHO DO GIOVANI,PARTIDO ISOLADO,AVANTE,PA,NOVA TIMBOTEUA,37,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,12307.75,N,S
XINGUARA,VEREADOR,10444,GEYSON DUARTE FERREIRA,GEYSON DUARTE,PARTIDO ISOLADO,REPUBLICANOS,MA,LAGO DA PEDRA,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,16589.53,N,S
PONTA DE PEDRAS,VEREADOR,20620,JOSE DE JESUS DOS PASSOS PINHEIRO,ZECA PINHEIRO,PARTIDO ISOLADO,PSC,PA,MUANÁ,45,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,VEREADOR,15661.76,N,S
TRAIRÃO,VEREADOR,45122,ALCENOR SILVA SOUZA,ALCENOR,PARTIDO ISOLADO,PSDB,MA,ESPERANTINÓPOLIS,46,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,EMPRESÁRIO,22624.92,N,S
CURRALINHO,VEREADOR,36555,EDSON LIMA MACHADO,EDSON,PARTIDO ISOLADO,PTC,PA,SÃO SEBASTIÃO DA BOA VISTA,40,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,PESCADOR,15568.96,N,S
BENEVIDES,VEREADOR,19456,RAMON LIMA DE FREITAS,IRMÃO RAMON,PARTIDO ISOLADO,PODE,PA,BELÉM,37,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,39638.66,N,S
PONTA DE PEDRAS,VEREADOR,13111,JOSE CARMO DA SILVA ARAÚJO,CAIO DO PUSSÃO,PARTIDO ISOLADO,PT,PA,PONTA DE PEDRAS,46,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,15661.76,N,S
CANAÃ DOS CARAJÁS,VEREADOR,22557,WILSON EDES RIBEIRO DOS SANTOS,NEGÃO DO SALÃO,PARTIDO ISOLADO,PL,MA,SÃO RAIMUNDO DAS MANGABEIRAS,43,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,CABELEIREIRO E BARBEIRO,87466.1,N,S
TRAIRÃO,VEREADOR,45000,SIMONE PINTO DE ALMEIDA,PITY,PARTIDO ISOLADO,PSDB,PA,MONTE ALEGRE,37,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,AGRICULTOR,22624.92,N,S
SANTARÉM,VEREADOR,36069,MARIA DE NAZARÉ DA CRUZ DANTAS,BPC NAZARÉ DANTAS,PARTIDO ISOLADO,PTC,PA,SANTARÉM,37,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,BOMBEIRO CIVIL,83396.64,N,S
TERRA SANTA,VEREADOR,45223,SIDNEY MAGALHÃES DOS SANTOS,SIDNEY MAGALHÃES,PARTIDO ISOLADO,PSDB,PA,TERRA SANTA,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AGRICULTOR,16463.89,N,N
SÃO SEBASTIÃO DA BOA VISTA,VEREADOR,50333,ABRAAO DUARTE DOS SANTOS,ABRAÃO SANTOS,PARTIDO ISOLADO,PSOL,PA,SÃO SEBASTIÃO DA BOA VISTA,48,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,PESCADOR,12307.75,N,S
SÃO JOÃO DO ARAGUAIA,VEREADOR,23723,ELDSON DE MORAES BEZERRA,SÓ TRISCANDO,PARTIDO ISOLADO,CIDADANIA,PA,MARABÁ,37,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,AGRICULTOR,12307.75,N,S
MELGAÇO,VEREADOR,45555,JOSE FILHO PEREIRA CORREA,ZECÃO,PARTIDO ISOLADO,PSDB,PA,BREVES,47,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,12307.75,N,S
SANTANA DO ARAGUAIA,VEREADOR,40456,CARLOS VIEIRA DA SILVA,CARLÃO DA FERROBRAZ,PARTIDO ISOLADO,PSB,TO,CASEARA,46,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,VIGILANTE,16951.89,N,S
JACUNDÁ,VEREADOR,15333,FRANCISCO DA SILVA MONTEIRO,IRMÃO FRANCISCO,PARTIDO ISOLADO,MDB,BA,JUAZEIRO,43,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PRETA,OUTROS,15786.99,N,S
MONTE ALEGRE,VEREADOR,45111,CLEBSON SANTOS DE SOUZA,CLEBSON SÃO DIOGO,PARTIDO ISOLADO,PSDB,PA,MONTE ALEGRE,44,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,PESCADOR,22445.61,N,S
TOMÉ-AÇU,VEREADOR,15000,MANOEL SOUZA DE LIMA,MANEL,PARTIDO ISOLADO,MDB,PA,TOMÉ-AÇU,44,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,VEREADOR,24048.38,S,S
JURUTI,VEREADOR,20122,IZAÍAS ASSUNÇÃO MATOS,IZAIAS MATOS,PARTIDO ISOLADO,PSC,PA,JURUTI,38,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,49904.2,N,S
AURORA DO PARÁ,VEREADOR,15444,FERNANDA LEAL CAVALCANTE,FERNANDA DO CONSELHO,PARTIDO ISOLADO,MDB,PA,CAPANEMA,36,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,12307.75,N,S
SÃO FÉLIX DO XINGU,VEREADOR,23233,JOSÉ COELHO DE CARVALHO FILHO,IRMÃO ZEZÉ,PARTIDO ISOLADO,CIDADANIA,GO,NIQUELÂNDIA,53,MASCULINO,LÊ E ESCREVE,CASADO(A),BRANCA,AGRICULTOR,53959.13,N,S
PRAINHA,VEREADOR,36127,PAULO DE JESUS GOMES,PAULO GOMES,PARTIDO ISOLADO,PTC,PA,PRAINHA,52,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,PESCADOR,12307.75,N,N
SANTARÉM,VEREADOR,17040,LAURINEI DA SILVA LOPES,PROFESSOR NEY LOPES,PARTIDO ISOLADO,PSL,PA,SANTARÉM,39,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,PROFESSOR DE ENSINO MÉDIO,83396.64,N,S
ANANINDEUA,VEREADOR,20123,SAMUEL DA SILVA OSORIO,SAMUEL OSORIO,PARTIDO ISOLADO,PSC,PA,BELÉM,36,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,SERVIDOR PÚBLICO MUNICIPAL,115386.04,N,S
MARITUBA,VEREADOR,23230,ROBSON FABIO MODESTO MATOS,ROBSON MATOS,PARTIDO ISOLADO,CIDADANIA,PA,BELÉM,39,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,29099.54,N,S
SANTARÉM,VEREADOR,43433,RANIERI PEREIRA DA SILVA,RANIERE SALVATORI,PARTIDO ISOLADO,PV,PA,SANTARÉM,38,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,AGENTE DE SAÚDE E SANITARISTA,83396.64,N,S
ALENQUER,VEREADOR,18202,OSÉIAS DE LIMA BARROSO,OSÉIAS BARROSO,PARTIDO ISOLADO,REDE,PA,ALENQUER,37,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,AGRICULTOR,18687.88,N,S
CURUÁ,VEREADOR,14123,ACIMORA JOSÉ CORREA DE SOUSA,FRANK,PARTIDO ISOLADO,PTB,PA,ALENQUER,39,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,JARDINEIRO,12307.75,N,S
MONTE ALEGRE,VEREADOR,45678,JOHN MILLER OLIVEIRA DOS SANTOS,JOHN MILLER,PARTIDO ISOLADO,PSDB,PA,MONTE ALEGRE,42,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,22445.61,N,S
SENADOR JOSÉ PORFÍRIO,VEREADOR,13456,JOSE NEUTON MOREIRA SILVA,NEUTON NATUREZA,PARTIDO ISOLADO,PT,MA,JOÃO LISBOA,42,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,AGRICULTOR,18485.86,N,S
IGARAPÉ-MIRI,VEREADOR,40852,FRANCISCA DA CONCEIÇAO PANTOJA CORREA,FRANCY,PARTIDO ISOLADO,PSB,PA,IGARAPÉ-MIRI,41,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,DONA DE CASA,16625.55,N,S
DOM ELISEU,VEREADOR,20000,RAYMUNDA DOS SANTOS SILVA,RAY,PARTIDO ISOLADO,PSC,PA,PARAGOMINAS,42,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,DONA DE CASA,25493.45,N,S
BREJO GRANDE DO ARAGUAIA,VEREADOR,14777,JOSIVAN RIBEIRO VIEIRA,SETE DO IVAN,PARTIDO ISOLADO,PTB,PA,MARABÁ,37,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,AGRICULTOR,12307.75,N,S
OURILÂNDIA DO NORTE,VEREADOR,51444,INEZ FERREIRA DOS SANTOS,INEZ DA OFICINA KARAIBA,PARTIDO ISOLADO,PATRIOTA,MG,SANTO ANTÔNIO DO JACINTO,36,FEMININO,LÊ E ESCREVE,SOLTEIRO(A),BRANCA,COMERCIANTE,91132.44,N,S
INHANGAPI,VEREADOR,25255,HEIDNILSE FARIAS DA CUNHA,PASTORA HEID,PARTIDO ISOLADO,DEM,PA,BELÉM,38,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,12307.75,N,S
MARITUBA,VEREADOR,25456,JOSE AILSON OLIVEIRA DA CONCEIÇÃO,JOSE AILSON BOZO,PARTIDO ISOLADO,DEM,PA,MARITUBA,36,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,29099.54,N,S
CURUÁ,VEREADOR,55100,ADEMILSON VINHOTE PEREIRA,CICA DA COLONIA,PARTIDO ISOLADO,PSD,PA,CURUÁ,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,PESCADOR,12307.75,N,S
ANANINDEUA,VEREADOR,77001,WALDEMIRO ASSIS GOMES NEGREIROS,PROFESSOR MIRO,PARTIDO ISOLADO,SOLIDARIEDADE,PA,BELÉM,36,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO SUPERIOR,115386.04,N,S
BENEVIDES,VEREADOR,90192,KELEN MARIA PINHEIRO PASTANA,KELEN PASTANA,PARTIDO ISOLADO,PROS,PA,SANTA ISABEL DO PARÁ,37,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,AGENTE DE SAÚDE E SANITARISTA,39638.66,N,S
TRACUATEUA,VEREADOR,15277,MARIA IRACILDA DE AVIZ,BRANCA AVIZ,PARTIDO ISOLADO,MDB,PA,TRACUATEUA,36,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,DONA DE CASA,12307.75,N,S
MONTE ALEGRE,VEREADOR,45999,ESTEFANE REIS DOS SANTOS BACELAR,ESTEFANE BACELAR,PARTIDO ISOLADO,PSDB,PA,BELÉM,47,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PRETA,OUTROS,22445.61,N,S
JACAREACANGA,VEREADOR,20007,JOAO ALBERTO MEDEIROS LOPES FILHO,ENFERMEIRO JOÃO,PARTIDO ISOLADO,PSC,MS,GLÓRIA DE DOURADOS,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,12307.75,N,N
TOMÉ-AÇU,VEREADOR,19333,ELILSON GOMES NUNES,FUNKO,PARTIDO ISOLADO,PODE,PA,CAMETÁ,36,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,24048.38,N,N
MARITUBA,VEREADOR,25123,LUIZ RICARDO SILVA MESQUITA DA COSTA,LUIZ RICARDO SILVA MESQUITA ,PARTIDO ISOLADO,DEM,PA,BELÉM,37,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,EMPRESÁRIO,29099.54,N,S
XINGUARA,VEREADOR,10111,ILTON CARVALHO VIEIRA,ILTON CARVALHO,PARTIDO ISOLADO,REPUBLICANOS,PA,XINGUARA,37,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,OUTROS,16589.53,N,S
SANTA LUZIA DO PARÁ,VEREADOR,15615,EDSON FERNANDO DA CUNHA,FERNANDO CUNHA,PARTIDO ISOLADO,MDB,PA,CAPANEMA,37,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,23585.83,N,S
XINGUARA,VEREADOR,15200,LUCIANA ROCHA SILVA,LUCIANA ROCHA,PARTIDO ISOLADO,MDB,TO,PARAÍSO DO TOCANTINS,39,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,AGENTE ADMINISTRATIVO,16589.53,N,S
ABAETETUBA,VEREADOR,40365,ELIDINEIA SILVA ABDON DOS SANTOS,NÉIA ABDON,PARTIDO ISOLADO,PSB,PA,ABAETETUBA,41,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,37269.99,N,S
BENEVIDES,VEREADOR,20223,JONATAS ARAUJO BATISTA DE ABREU,JONATAS BUCK,PARTIDO ISOLADO,PSC,PA,BELÉM,37,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,39638.66,N,S
SÃO CAETANO DE ODIVELAS,VEREADOR,40255,LILIA DE CASSIA DA CONCEIÇÃO,LILIA,PARTIDO ISOLADO,PSB,PA,SÃO CAETANO DE ODIVELAS,42,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,DONA DE CASA,12307.75,N,N
PLACAS,VEREADOR,15678,JOSE MARIA ALVES DA SILVA,ZE CARUARU,PARTIDO ISOLADO,MDB,PB,SÃO BENTO,37,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,31317.13,N,S
TOMÉ-AÇU,VEREADOR,51876,EDMILSON FÉLIX DE LIMA,ZÉ BONITINHO,PARTIDO ISOLADO,PATRIOTA,PE,PAUDALHO,49,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,"PADEIRO, CONFEITEIRO E ASSEMELHADOS",24048.38,N,S
SÃO FÉLIX DO XINGU,VEREADOR,77000,BONFIM GAMA FERREIRA,BONFIM GAMA,PARTIDO ISOLADO,SOLIDARIEDADE,TO,ITAPORÃ DO TOCANTINS,37,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,OUTROS,53959.13,N,S
