Municipio,Cargo,Tipo_Agremiacao,Partido,UF_Nascimento,Idade_Posse,Genero,Grau_Instrucao,Estado_Civil,Declar_Racial,Reeleicao,Declar_Bens,Valor_Total_Declarado,Situacao
ITAITUBA,VEREADOR,PARTIDO ISOLADO,PSDB,PA,49,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,N,S,2900.0,NÃO ELEITO
SÃO JOÃO DE PIRABAS,VEREADOR,PARTIDO ISOLADO,PSB,PA,46,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,N,S,150.0,SUPLENTE
MOCAJUBA,VEREADOR,PARTIDO ISOLADO,PROS,PA,43,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,1800.0,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,PROS,PA,72,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,200.0,SUPLENTE
ALTAMIRA,VEREADOR,PARTIDO ISOLADO,PSC,PA,66,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),INDÍGENA,N,S,2600.0,SUPLENTE
NOVO REPARTIMENTO,VEREADOR,PARTIDO ISOLADO,PC do B,RO,36,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,N,S,1000.0,NÃO ELEITO
BARCARENA,VEREADOR,PARTIDO ISOLADO,AVANTE,AP,48,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,N,S,4565.0,SUPLENTE
SÃO FÉLIX DO XINGU,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,43,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,8113.15,ELEITO POR MÉDIA
ULIANÓPOLIS,VEREADOR,PARTIDO ISOLADO,MDB,MA,52,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,N,S,2692.25,SUPLENTE
ALMEIRIM,VEREADOR,PARTIDO ISOLADO,PSC,MA,48,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1140.0,ELEITO POR QP
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,46,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1060.0,NÃO ELEITO
OEIRAS DO PARÁ,VEREADOR,PARTIDO ISOLADO,PSDB,PA,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,575.0,SUPLENTE
SÃO MIGUEL DO GUAMÁ,VEREADOR,PARTIDO ISOLADO,PODE,PA,37,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,543.9,NÃO ELEITO
URUARÁ,VEREADOR,PARTIDO ISOLADO,DEM,PA,35,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,1420.0,NÃO ELEITO
JACAREACANGA,VEREADOR,PARTIDO ISOLADO,PT,PA,47,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PRETA,N,S,1600.0,NÃO ELEITO
PEIXE-BOI,VEREADOR,PARTIDO ISOLADO,PL,PA,77,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,125.0,ELEITO POR QP
MARAPANIM,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,42,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,N,150.0,NÃO ELEITO
CAMETÁ,VEREADOR,PARTIDO ISOLADO,PSC,PA,36,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,N,S,4501.95,SUPLENTE
ÓBIDOS,VEREADOR,PARTIDO ISOLADO,PSC,PA,43,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,2800.0,SUPLENTE
GURUPÁ,VEREADOR,PARTIDO ISOLADO,PROS,PA,23,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,700.0,SUPLENTE
TAILÂNDIA,VEREADOR,PARTIDO ISOLADO,PL,PA,49,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PRETA,N,S,250.0,SUPLENTE
ANAJÁS,VEREADOR,PARTIDO ISOLADO,PMN,PA,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,120.0,SUPLENTE
JURUTI,VEREADOR,PARTIDO ISOLADO,MDB,PA,49,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,340.0,SUPLENTE
PEIXE-BOI,VEREADOR,PARTIDO ISOLADO,MDB,PA,42,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,DIVORCIADO(A),PARDA,N,S,125.0,SUPLENTE
RONDON DO PARÁ,VEREADOR,PARTIDO ISOLADO,PSDB,PA,39,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,4460.2,SUPLENTE
PORTO DE MOZ,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,39,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1000.0,SUPLENTE
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,PP,TO,43,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,3620.38,SUPLENTE
SÃO FÉLIX DO XINGU,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,45,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,3000.0,SUPLENTE
PAU D'ARCO,VEREADOR,PARTIDO ISOLADO,PODE,PA,38,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,2000.0,SUPLENTE
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,MDB,PA,41,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,3135.0,SUPLENTE
NOVO PROGRESSO,VEREADOR,PARTIDO ISOLADO,MDB,PR,47,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,4180.0,SUPLENTE
MOJUÍ DOS CAMPOS,VEREADOR,PARTIDO ISOLADO,MDB,CE,72,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,N,S,1840.0,ELEITO POR QP
BRASIL NOVO,VEREADOR,PARTIDO ISOLADO,MDB,MA,39,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,5270.0,SUPLENTE
MAGALHÃES BARATA,VEREADOR,PARTIDO ISOLADO,MDB,PA,44,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,300.0,SUPLENTE
SÃO SEBASTIÃO DA BOA VISTA,VEREADOR,PARTIDO ISOLADO,PSD,PA,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,S,S,3999.999999999999,ELEITO POR QP
CASTANHAL,VEREADOR,PARTIDO ISOLADO,DEM,PA,35,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,4557.85,SUPLENTE
MARITUBA,VEREADOR,PARTIDO ISOLADO,PSC,PA,43,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,2300.0000000000005,NÃO ELEITO
CONCÓRDIA DO PARÁ,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,44,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,2300.0,SUPLENTE
MUANÁ,VEREADOR,PARTIDO ISOLADO,PODE,PA,58,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,300.0,NÃO ELEITO
BELÉM,VEREADOR,PARTIDO ISOLADO,PSB,PA,38,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,N,4000.0,SUPLENTE
TAILÂNDIA,VEREADOR,PARTIDO ISOLADO,PSDB,PA,58,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PRETA,N,N,264.0,SUPLENTE
ANAJÁS,VEREADOR,PARTIDO ISOLADO,PMN,PA,50,FEMININO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,S,3000.0,SUPLENTE
SALVATERRA,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,52,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,700.0,SUPLENTE
PORTEL,VEREADOR,PARTIDO ISOLADO,PTB,PA,43,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,700.0,SUPLENTE
AUGUSTO CORRÊA,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,42,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,1000.0,NÃO ELEITO
BREVES,VEREADOR,PARTIDO ISOLADO,PT,PA,68,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1045.0,NÃO ELEITO
SANTA BÁRBARA DO PARÁ,VEREADOR,PARTIDO ISOLADO,MDB,PA,48,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,200.0,SUPLENTE
URUARÁ,VEREADOR,PARTIDO ISOLADO,PSDB,PA,41,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),BRANCA,N,S,169.0,NÃO ELEITO
VIGIA,VEREADOR,PARTIDO ISOLADO,MDB,PA,53,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,490.0,SUPLENTE
JACUNDÁ,VEREADOR,PARTIDO ISOLADO,PT,MA,45,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,1942.56,NÃO ELEITO
MAGALHÃES BARATA,VEREADOR,PARTIDO ISOLADO,PSD,PA,35,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),BRANCA,N,N,2000.0,SUPLENTE
JACAREACANGA,VEREADOR,PARTIDO ISOLADO,PSC,PI,43,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,N,1567.5,SUPLENTE
PORTEL,VEREADOR,PARTIDO ISOLADO,PTB,PA,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,S,S,710.45,SUPLENTE
BENEVIDES,VEREADOR,PARTIDO ISOLADO,PSB,PA,49,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,1616.59,SUPLENTE
CASTANHAL,VEREADOR,PARTIDO ISOLADO,DEM,CE,53,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,N,S,13000.0,ELEITO POR QP
VISEU,VEREADOR,PARTIDO ISOLADO,PTB,PA,60,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,N,S,500.0,SUPLENTE
SOURE,VEREADOR,PARTIDO ISOLADO,PRTB,PA,64,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,630.0,SUPLENTE
CURUÁ,VEREADOR,PARTIDO ISOLADO,PT,PA,28,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1503.36,NÃO ELEITO
BELÉM,VEREADOR,PARTIDO ISOLADO,DC,PA,58,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,3000.0,NÃO ELEITO
MOJU,VEREADOR,PARTIDO ISOLADO,PSB,PA,38,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1326.45,ELEITO POR MÉDIA
TAILÂNDIA,VEREADOR,PARTIDO ISOLADO,PSDB,TO,44,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,3274.0,ELEITO POR MÉDIA
SÃO GERALDO DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,AVANTE,PA,45,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,169.9,NÃO ELEITO
FLORESTA DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,PT,BA,48,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,898.6,SUPLENTE
SÃO GERALDO DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,PSDB,PA,42,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1639.7,ELEITO POR MÉDIA
SÃO CAETANO DE ODIVELAS,VEREADOR,PARTIDO ISOLADO,PSDB,PA,57,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,S,S,450.0,ELEITO POR QP
TERRA ALTA,VEREADOR,PARTIDO ISOLADO,PSDB,PA,48,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,300.0,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,PODE,PA,51,MASCULINO,SUPERIOR INCOMPLETO,DIVORCIADO(A),PARDA,N,S,350.85,SUPLENTE
MUANÁ,VEREADOR,PARTIDO ISOLADO,PROS,PA,62,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,800.0,ELEITO POR QP
ORIXIMINÁ,VEREADOR,PARTIDO ISOLADO,PSD,PA,55,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,N,S,3600.0,SUPLENTE
AFUÁ,VEREADOR,PARTIDO ISOLADO,PSD,PA,50,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,10950.78,ELEITO POR QP
SÃO JOÃO DE PIRABAS,VEREADOR,PARTIDO ISOLADO,PSB,PA,47,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,150.0,SUPLENTE
RONDON DO PARÁ,VEREADOR,PARTIDO ISOLADO,PSD,PA,45,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,2000.0,ELEITO POR QP
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,CIDADANIA,MA,49,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,1681.65,ELEITO POR QP
ITAITUBA,VEREADOR,PARTIDO ISOLADO,PL,PA,24,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,N,S,6218.0,SUPLENTE
OEIRAS DO PARÁ,VEREADOR,PARTIDO ISOLADO,PL,PA,43,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1019.5,SUPLENTE
SALINÓPOLIS,VEREADOR,PARTIDO ISOLADO,PL,PA,56,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,N,S,800.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PSC,PA,66,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,N,7211.45,SUPLENTE
JACUNDÁ,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,MA,43,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,2423.66,SUPLENTE
JACUNDÁ,VEREADOR,PARTIDO ISOLADO,PL,PA,42,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,3001.78,SUPLENTE
BUJARU,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,46,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,500.0,SUPLENTE
MOCAJUBA,VEREADOR,PARTIDO ISOLADO,PROS,PA,47,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1875.0,SUPLENTE
BAIÃO,VEREADOR,PARTIDO ISOLADO,PDT,PA,55,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,100.0,SUPLENTE
BARCARENA,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,43,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,N,1430.96,SUPLENTE
MOCAJUBA,VEREADOR,PARTIDO ISOLADO,MDB,PA,49,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,3850.0,SUPLENTE
SÃO FÉLIX DO XINGU,VEREADOR,PARTIDO ISOLADO,PSB,PA,28,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,244.9,SUPLENTE
CACHOEIRA DO PIRIÁ,VEREADOR,PARTIDO ISOLADO,MDB,PI,52,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1129.3,ELEITO POR QP
CACHOEIRA DO ARARI,VEREADOR,PARTIDO ISOLADO,PSB,PA,35,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,1500.0,SUPLENTE
ABAETETUBA,VEREADOR,PARTIDO ISOLADO,DEM,PA,52,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,N,S,6800.0,NÃO ELEITO
OURÉM,VEREADOR,PARTIDO ISOLADO,PSB,PA,41,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,200.0,SUPLENTE
URUARÁ,VEREADOR,PARTIDO ISOLADO,PL,BA,48,FEMININO,LÊ E ESCREVE,CASADO(A),PRETA,N,N,425.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PSD,PA,53,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,S,S,42910.2,SUPLENTE
MARACANÃ,VEREADOR,PARTIDO ISOLADO,PL,PA,41,FEMININO,ENSINO FUNDAMENTAL COMPLETO,VIÚVO(A),PARDA,N,S,150.0,SUPLENTE
TAILÂNDIA,VEREADOR,PARTIDO ISOLADO,PC do B,PA,31,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,330.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,56,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,7321.95,SUPLENTE
SALVATERRA,VEREADOR,PARTIDO ISOLADO,SOLIDARIEDADE,PA,50,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,3000.0,SUPLENTE
JURUTI,VEREADOR,PARTIDO ISOLADO,MDB,PA,51,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,1000.0,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,PSDB,MG,54,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,12000.0,ELEITO POR QP
AUGUSTO CORRÊA,VEREADOR,PARTIDO ISOLADO,PSD,PA,40,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,2596.24,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,PC do B,PA,60,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PRETA,N,S,420.0,NÃO ELEITO
OURILÂNDIA DO NORTE,VEREADOR,PARTIDO ISOLADO,PT,PA,43,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,6126.54,SUPLENTE
IGARAPÉ-MIRI,VEREADOR,PARTIDO ISOLADO,PROS,PA,44,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,10992.85,ELEITO POR QP
ITAITUBA,VEREADOR,PARTIDO ISOLADO,PTB,PA,44,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,2200.0,NÃO ELEITO
TAILÂNDIA,VEREADOR,PARTIDO ISOLADO,PODE,MA,42,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,N,S,330.0,SUPLENTE
PORTEL,VEREADOR,PARTIDO ISOLADO,MDB,PA,42,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,220.0,SUPLENTE
ANAJÁS,VEREADOR,PARTIDO ISOLADO,PMN,PA,46,FEMININO,LÊ E ESCREVE,CASADO(A),BRANCA,N,S,3000.0,SUPLENTE
ACARÁ,VEREADOR,PARTIDO ISOLADO,PSC,PA,35,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,N,S,5000.27,SUPLENTE
JACUNDÁ,VEREADOR,PARTIDO ISOLADO,PODE,MG,49,FEMININO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,S,S,6357.0,SUPLENTE
SOURE,VEREADOR,PARTIDO ISOLADO,PTB,PA,42,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,2070.0,SUPLENTE
SANTA MARIA DAS BARREIRAS,VEREADOR,PARTIDO ISOLADO,PSC,GO,41,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,3810.0,SUPLENTE
SÃO CAETANO DE ODIVELAS,VEREADOR,PARTIDO ISOLADO,PATRIOTA,PA,58,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,1000.0,NÃO ELEITO
JACAREACANGA,VEREADOR,PARTIDO ISOLADO,PSDB,MG,64,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,2159.0,ELEITO POR QP
SÃO DOMINGOS DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,PT,PA,33,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,N,S,1594.27,NÃO ELEITO
INHANGAPI,VEREADOR,PARTIDO ISOLADO,PSD,PA,62,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,1175.0,ELEITO POR QP
CURUÁ,VEREADOR,PARTIDO ISOLADO,PSD,PA,49,FEMININO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,N,S,3000.0,SUPLENTE
CURIONÓPOLIS,VEREADOR,PARTIDO ISOLADO,PL,PA,36,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,3000.0,SUPLENTE
CUMARU DO NORTE,VEREADOR,PARTIDO ISOLADO,MDB,PA,35,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,330.0,SUPLENTE
ORIXIMINÁ,VEREADOR,PARTIDO ISOLADO,MDB,PA,47,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,N,170.0,SUPLENTE
ALTAMIRA,VEREADOR,PARTIDO ISOLADO,PSD,RJ,33,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,3218.0,SUPLENTE
BREVES,VEREADOR,PARTIDO ISOLADO,PSD,PA,45,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,1350.0,SUPLENTE
RURÓPOLIS,VEREADOR,PARTIDO ISOLADO,PSC,PR,49,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,N,S,359.4,SUPLENTE
MÃE DO RIO,VEREADOR,PARTIDO ISOLADO,PSD,PA,48,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,S,770.0,NÃO ELEITO
CONCÓRDIA DO PARÁ,VEREADOR,PARTIDO ISOLADO,DEM,PA,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,N,400.0,ELEITO POR MÉDIA
PLACAS,VEREADOR,PARTIDO ISOLADO,PSC,PR,55,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,N,S,745.0,SUPLENTE
SANTA BÁRBARA DO PARÁ,VEREADOR,PARTIDO ISOLADO,PP,PA,50,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1000.0,SUPLENTE
SÃO MIGUEL DO GUAMÁ,VEREADOR,PARTIDO ISOLADO,DEM,PA,40,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,2166.95,SUPLENTE
BREVES,VEREADOR,PARTIDO ISOLADO,PSD,PA,50,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,45.0,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,PROS,PA,57,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,221.95,SUPLENTE
MOJU,VEREADOR,PARTIDO ISOLADO,PTB,PA,50,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,300.0,NÃO ELEITO
VIGIA,VEREADOR,PARTIDO ISOLADO,PROS,PA,23,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,530.0,SUPLENTE
BREU BRANCO,VEREADOR,PARTIDO ISOLADO,SOLIDARIEDADE,PR,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,1500.0,ELEITO POR QP
NOVO PROGRESSO,VEREADOR,PARTIDO ISOLADO,PL,SC,48,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,N,S,2540.0,SUPLENTE
TRACUATEUA,VEREADOR,PARTIDO ISOLADO,MDB,PA,39,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,1343.9,SUPLENTE
SÃO DOMINGOS DO CAPIM,VEREADOR,PARTIDO ISOLADO,PP,PA,40,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,N,N,100.0,SUPLENTE
GOIANÉSIA DO PARÁ,VEREADOR,PARTIDO ISOLADO,MDB,BA,33,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,1536.0,SUPLENTE
BENEVIDES,VEREADOR,PARTIDO ISOLADO,PP,PA,41,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,N,1152.0,SUPLENTE
MOJUÍ DOS CAMPOS,VEREADOR,PARTIDO ISOLADO,PSC,PA,39,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,400.0,SUPLENTE
RURÓPOLIS,VEREADOR,PARTIDO ISOLADO,CIDADANIA,SC,44,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,N,S,2000.0,NÃO ELEITO
PARAGOMINAS,VEREADOR,PARTIDO ISOLADO,PSD,PA,45,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,N,S,2651.1,ELEITO POR QP
ALTAMIRA,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,45,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,350.0,NÃO ELEITO
SÃO FÉLIX DO XINGU,VEREADOR,PARTIDO ISOLADO,PT,MG,47,MASCULINO,LÊ E ESCREVE,CASADO(A),BRANCA,N,S,800.0,NÃO ELEITO
PAU D'ARCO,VEREADOR,PARTIDO ISOLADO,MDB,PA,41,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,N,1050.0,ELEITO POR MÉDIA
ORIXIMINÁ,VEREADOR,PARTIDO ISOLADO,PT,PA,41,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,N,1033.6,NÃO ELEITO
BAIÃO,VEREADOR,PARTIDO ISOLADO,PSD,PA,44,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,2900.0,ELEITO POR QP
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PT,DF,61,FEMININO,ENSINO MÉDIO COMPLETO,VIÚVO(A),PARDA,N,S,850.0,NÃO ELEITO
